ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_24767	9.98e-33	3.73e-34	396.40086	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
ILMN_3019	1.00e-32	3.77e-34	396.27466	STRA13	stimulated by retinoic acid 13
ILMN_21936	1.03e-32	3.87e-34	395.8696	TAF6L	TATA-box binding protein associated factor 6 like
ILMN_14944	1.19e-32	4.51e-34	393.59046	FAM98C	family with sequence similarity 98 member C
ILMN_14788	1.20e-32	4.55e-34	393.46587	GTF3C3	general transcription factor IIIC subunit 3
ILMN_6045	1.20e-32	4.57e-34	393.40167	PCCA	propionyl-CoA carboxylase alpha subunit
ILMN_5839	1.26e-32	4.79e-34	392.68898	MRPL34	mitochondrial ribosomal protein L34
ILMN_29393	1.30e-32	4.99e-34	392.09129	PEX5	peroxisomal biogenesis factor 5
ILMN_1873	1.36e-32	5.22e-34	391.44791		
ILMN_30057	1.41e-32	5.45e-34	390.79047	MPPE1	metallophosphoesterase 1
ILMN_24959	1.46e-32	5.64e-34	390.3059	ASB3	ankyrin repeat and SOCS box containing 3
ILMN_25731	1.46e-32	5.65e-34	390.25697	RAB24	RAB24, member RAS oncogene family
ILMN_11651	1.49e-32	5.79e-34	389.91605	FBXW4	F-box and WD repeat domain containing 4
ILMN_26259	1.49e-32	5.81e-34	389.85215	ZMYM4	zinc finger MYM-type containing 4
ILMN_12502	1.51e-32	5.93e-34	389.56855	MORC2	MORC family CW-type zinc finger 2
ILMN_2522	1.52e-32	5.96e-34	389.47726	ZNF524	zinc finger protein 524
ILMN_14237	1.61e-32	6.36e-34	388.53305	ZC3H10	zinc finger CCCH-type containing 10
ILMN_467	1.62e-32	6.44e-34	388.33978	MRPL55	mitochondrial ribosomal protein L55
ILMN_14109	1.62e-32	6.45e-34	388.33494	ASH2L	ASH2 like histone lysine methyltransferase complex subunit
ILMN_18678	1.90e-32	7.57e-34	385.99885	LRRC47	leucine rich repeat containing 47
ILMN_21428	1.96e-32	7.86e-34	385.44658	G0S2	G0/G1 switch 2
ILMN_12870	2.10e-32	8.44e-34	384.41075	RUNDC1	RUN domain containing 1
ILMN_16935	2.21e-32	8.90e-34	383.63889	DUS2	dihydrouridine synthase 2
ILMN_9866	2.28e-32	9.20e-34	383.15347	PCCB	propionyl-CoA carboxylase beta subunit
ILMN_28523	2.31e-32	9.36e-34	382.91358	CPOX	coproporphyrinogen oxidase
ILMN_27855	2.40e-32	9.73e-34	382.3462	WDR53	WD repeat domain 53
ILMN_2148	2.40e-32	9.76e-34	382.30121	SURF1	surfeit 1
ILMN_15078	2.42e-32	9.91e-34	382.08744		
ILMN_15717	2.45e-32	1.00e-33	381.89736	RGS12	regulator of G-protein signaling 12
ILMN_27996	2.51e-32	1.03e-33	381.51316	SAP18	Sin3A associated protein 18
ILMN_3395	2.51e-32	1.04e-33	381.44657	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
ILMN_10204	2.52e-32	1.04e-33	381.35988	SCNM1	sodium channel modifier 1
ILMN_7783	2.60e-32	1.08e-33	380.87657	CEP192	centrosomal protein 192
ILMN_22444	2.70e-32	1.12e-33	380.2894	NADSYN1	NAD synthetase 1
ILMN_5610	2.96e-32	1.24e-33	378.91745	VPS39	VPS39, HOPS complex subunit
ILMN_14776	2.99e-32	1.25e-33	378.72969	MAN2B2	mannosidase alpha class 2B member 2
ILMN_23571	3.00e-32	1.26e-33	378.62003	NME3	NME/NM23 nucleoside diphosphate kinase 3
ILMN_15572	3.35e-32	1.41e-33	377.01384	HVCN1	hydrogen voltage gated channel 1
ILMN_21951	3.38e-32	1.43e-33	376.8223	CPSF3	cleavage and polyadenylation specific factor 3
ILMN_999	3.50e-32	1.48e-33	376.30627	PPIH	peptidylprolyl isomerase H
ILMN_1896	3.50e-32	1.49e-33	376.25285	TCEAL4	transcription elongation factor A like 4
ILMN_732	3.54e-32	1.51e-33	376.03604	METTL25	methyltransferase like 25
ILMN_7079	3.68e-32	1.58e-33	375.45364	RIPK3	receptor interacting serine/threonine kinase 3
ILMN_23748	3.80e-32	1.63e-33	374.95744	RRAS	related RAS viral (r-ras) oncogene homolog
ILMN_14716	4.08e-32	1.76e-33	373.92434	ZNF689	zinc finger protein 689
ILMN_27874	4.12e-32	1.78e-33	373.74172	VPS8	VPS8, CORVET complex subunit
ILMN_11068	4.20e-32	1.82e-33	373.41467	POLDIP3	DNA polymerase delta interacting protein 3
ILMN_19614	4.50e-32	1.95e-33	372.42107	MCM3AP	minichromosome maintenance complex component 3 associated protein
ILMN_4041	4.63e-32	2.02e-33	371.94062	THYN1	thymocyte nuclear protein 1
ILMN_27814	4.63e-32	2.02e-33	371.93102	PREP	prolyl endopeptidase
ILMN_28116	4.69e-32	2.05e-33	371.70781	NTAN1	N-terminal asparagine amidase
ILMN_28657	4.74e-32	2.08e-33	371.51978	TMEM50A	transmembrane protein 50A
ILMN_27042	4.75e-32	2.09e-33	371.44767	CUTC	cutC copper transporter
ILMN_10966	4.79e-32	2.12e-33	371.29418	PEX19	peroxisomal biogenesis factor 19
ILMN_18986	4.90e-32	2.17e-33	370.93552	CDAN1	codanin 1
ILMN_29553	5.05e-32	2.24e-33	370.47326	GLG1	golgi glycoprotein 1
ILMN_29590	5.09e-32	2.27e-33	370.31226	SELO	selenoprotein O
ILMN_16375	5.10e-32	2.28e-33	370.24305	SAYSD1	SAYSVFN motif domain containing 1
ILMN_6336	5.38e-32	2.41e-33	369.46274	ALKBH6	alkB homolog 6
ILMN_20290	5.75e-32	2.59e-33	368.47827	RNF44	ring finger protein 44
ILMN_6077	5.80e-32	2.62e-33	368.3196	WDR20	WD repeat domain 20
ILMN_137375	6.07e-32	2.75e-33	367.65379	MLST8	MTOR associated protein, LST8 homolog
ILMN_17670	6.12e-32	2.78e-33	367.49407	METTL13	methyltransferase like 13
ILMN_20545	6.32e-32	2.88e-33	367.00689	SLC35B3	solute carrier family 35 member B3
ILMN_26157	6.40e-32	2.92e-33	366.79549	LRRC28	leucine rich repeat containing 28
ILMN_26271	6.50e-32	2.97e-33	366.55129	TMEM5	transmembrane protein 5
ILMN_21808	6.53e-32	3.00e-33	366.41529	WDR59	WD repeat domain 59
ILMN_16416	6.53e-32	3.01e-33	366.39661	KIAA0355	KIAA0355
ILMN_19969	6.55e-32	3.02e-33	366.33392	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
ILMN_1874	6.78e-32	3.14e-33	365.78108	HS1BP3	HCLS1 binding protein 3
ILMN_9224	6.78e-32	3.15e-33	365.76232	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
ILMN_10495	7.19e-32	3.35e-33	364.91731	SNRPA	small nuclear ribonucleoprotein polypeptide A
ILMN_137856	7.21e-32	3.36e-33	364.84448	PDXP	pyridoxal phosphatase
ILMN_14972	7.24e-32	3.39e-33	364.75451	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
ILMN_6126	7.40e-32	3.47e-33	364.41243	COQ5	coenzyme Q5, methyltransferase
ILMN_5469	7.45e-32	3.51e-33	364.27043	PDCD2	programmed cell death 2
ILMN_13630	7.74e-32	3.65e-33	363.70763	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
ILMN_24779	7.90e-32	3.74e-33	363.38899	NMRAL1	NmrA like redox sensor 1
ILMN_29212	8.25e-32	3.91e-33	362.76599	TDG	thymine DNA glycosylase
ILMN_24632	8.27e-32	3.93e-33	362.69123	COG2	component of oligomeric golgi complex 2
ILMN_22771	8.40e-32	4.01e-33	362.43526	MFSD3	major facilitator superfamily domain containing 3
ILMN_12147	8.51e-32	4.07e-33	362.22042	SSNA1	SS nuclear autoantigen 1
ILMN_137753	8.75e-32	4.20e-33	361.80137	GTF3C2	general transcription factor IIIC subunit 2
ILMN_6581	9.25e-32	4.45e-33	361.00915	WDR33	WD repeat domain 33
ILMN_8560	9.33e-32	4.50e-33	360.85693	CCDC14	coiled-coil domain containing 14
ILMN_30349	9.73e-32	4.70e-33	360.2391	MKRN2	makorin ring finger protein 2
ILMN_11158	9.88e-32	4.78e-33	360.00691	C19orf52	chromosome 19 open reading frame 52
ILMN_19531	1.02e-31	4.96e-33	359.5179	MED25	mediator complex subunit 25
ILMN_3370	1.06e-31	5.17e-33	358.96432	UCHL5	ubiquitin C-terminal hydrolase L5
ILMN_8835	1.10e-31	5.39e-33	358.39242	UBE2L3	ubiquitin conjugating enzyme E2 L3
ILMN_4615	1.10e-31	5.40e-33	358.35825	CCDC127	coiled-coil domain containing 127
ILMN_2297	1.15e-31	5.65e-33	357.7421	CTDSP2	CTD small phosphatase 2
ILMN_28987	1.15e-31	5.67e-33	357.70639	PTPA	protein phosphatase 2 phosphatase activator
ILMN_4224	1.23e-31	6.05e-33	356.81012	LTB4R	leukotriene B4 receptor
ILMN_29125	1.34e-31	6.65e-33	355.55181	ANAPC13	anaphase promoting complex subunit 13
ILMN_22929	1.35e-31	6.71e-33	355.42395	MIS18A	MIS18 kinetochore protein A
ILMN_19208	1.36e-31	6.74e-33	355.35457	SCLT1	sodium channel and clathrin linker 1
ILMN_28085	1.36e-31	6.78e-33	355.27898	UBE4B	ubiquitination factor E4B
ILMN_4239	1.41e-31	7.07e-33	354.7253	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
ILMN_10849	1.45e-31	7.26e-33	354.35403		
ILMN_2930	1.45e-31	7.29e-33	354.30124	BCL2L12	BCL2 like 12
ILMN_12780	1.46e-31	7.36e-33	354.18468	ZNF770	zinc finger protein 770
ILMN_10399	1.46e-31	7.39e-33	354.12636	GBAS	glioblastoma amplified sequence
ILMN_7272	1.52e-31	7.69e-33	353.58803	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
ILMN_20150	1.62e-31	8.23e-33	352.68336	TTF1	transcription termination factor 1
ILMN_11458	1.78e-31	9.03e-33	351.43386	MRPL58	mitochondrial ribosomal protein L58
ILMN_657	1.82e-31	9.31e-33	351.03635	FAM198B	family with sequence similarity 198 member B
ILMN_8385	1.85e-31	9.45e-33	350.83031	STK38	serine/threonine kinase 38
ILMN_11837	1.98e-31	1.02e-32	349.87467	TTLL12	tubulin tyrosine ligase like 12
ILMN_7062	2.12e-31	1.09e-32	348.92872	MFSD5	major facilitator superfamily domain containing 5
ILMN_29578	2.24e-31	1.15e-32	348.19102	DHFR2	dihydrofolate reductase 2
ILMN_21641	2.35e-31	1.21e-32	347.52178	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha
ILMN_13181	2.52e-31	1.31e-32	346.5559	UVRAG	UV radiation resistance associated
ILMN_10909	2.53e-31	1.31e-32	346.4763	PUS3	pseudouridylate synthase 3
ILMN_17053	2.57e-31	1.34e-32	346.24484	ZNF621	zinc finger protein 621
ILMN_27204	2.69e-31	1.40e-32	345.61899	C10orf76	chromosome 10 open reading frame 76
ILMN_12462	2.73e-31	1.43e-32	345.39387	DDX28	DEAD-box helicase 28
ILMN_29855	2.87e-31	1.50e-32	344.69026	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
ILMN_16297	2.91e-31	1.53e-32	344.47285	ANAPC4	anaphase promoting complex subunit 4
ILMN_23066	2.96e-31	1.56e-32	344.2037	MFSD8	major facilitator superfamily domain containing 8
ILMN_1606	3.13e-31	1.65e-32	343.45922		
ILMN_1564	3.30e-31	1.75e-32	342.74593	COPS7B	COP9 signalosome subunit 7B
ILMN_23649	3.42e-31	1.81e-32	342.24214	UROD	uroporphyrinogen decarboxylase
ILMN_16139	3.43e-31	1.82e-32	342.18433	MRPL9	mitochondrial ribosomal protein L9
ILMN_25291	3.48e-31	1.85e-32	341.95611	NPL	N-acetylneuraminate pyruvate lyase
ILMN_28050	3.54e-31	1.89e-32	341.70091	POLR1D	RNA polymerase I subunit D
ILMN_9839	3.55e-31	1.90e-32	341.63691	C1orf131	chromosome 1 open reading frame 131
ILMN_3386	3.60e-31	1.93e-32	341.41272	UCKL1	uridine-cytidine kinase 1 like 1
ILMN_24280	3.64e-31	1.96e-32	341.2584	MDP1	magnesium dependent phosphatase 1
ILMN_22717	3.83e-31	2.07e-32	340.54684	LPCAT3	lysophosphatidylcholine acyltransferase 3
ILMN_29531	3.88e-31	2.10e-32	340.3585	PCSK7	proprotein convertase subtilisin/kexin type 7
ILMN_14915	4.22e-31	2.29e-32	339.2291		
ILMN_4146	4.40e-31	2.39e-32	338.65836	DDRGK1	DDRGK domain containing 1
ILMN_6965	4.42e-31	2.41e-32	338.58234	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
ILMN_25852	4.42e-31	2.42e-32	338.53944	FAM210B	family with sequence similarity 210 member B
ILMN_9389	4.55e-31	2.49e-32	338.13346	FAM89B	family with sequence similarity 89 member B
ILMN_18682	5.00e-31	2.74e-32	336.9104	ZC3H12A	zinc finger CCCH-type containing 12A
ILMN_18815	5.30e-31	2.92e-32	336.11944	EVI5L	ecotropic viral integration site 5 like
ILMN_138322	5.49e-31	3.03e-32	335.64472	PHLDA1	pleckstrin homology like domain family A member 1
ILMN_13729	5.84e-31	3.22e-32	334.83301	TMEM147	transmembrane protein 147
ILMN_12456	5.85e-31	3.24e-32	334.7753	LILRA2	leukocyte immunoglobulin like receptor A2
ILMN_26533	5.93e-31	3.30e-32	334.52002	NCOR1	nuclear receptor corepressor 1
ILMN_21292	5.93e-31	3.31e-32	334.51183	CELF2	CUGBP, Elav-like family member 2
ILMN_21654	5.93e-31	3.31e-32	334.49424	NASP	nuclear autoantigenic sperm protein
ILMN_27649	5.93e-31	3.31e-32	334.48638	MAN1B1	mannosidase alpha class 1B member 1
ILMN_25784	5.94e-31	3.33e-32	334.43533	ANGEL1	angel homolog 1
ILMN_20453	6.04e-31	3.39e-32	334.19329	PEX16	peroxisomal biogenesis factor 16
ILMN_24441	6.11e-31	3.44e-32	334.0139	CD33	CD33 molecule
ILMN_23674	6.58e-31	3.71e-32	333.04205	ZFAND1	zinc finger AN1-type containing 1
ILMN_21574	6.61e-31	3.74e-32	332.96351	KIAA1429	KIAA1429
ILMN_13254	6.68e-31	3.79e-32	332.79341	PTX3	pentraxin 3
ILMN_17644	6.69e-31	3.80e-32	332.75087	OCEL1	occludin/ELL domain containing 1
ILMN_30141	6.80e-31	3.87e-32	332.51673	TAX1BP3	Tax1 binding protein 3
ILMN_19881	6.84e-31	3.90e-32	332.41054	IMPA2	inositol monophosphatase 2
ILMN_8677	7.54e-31	4.31e-32	331.15742	ISCA2	iron-sulfur cluster assembly 2
ILMN_2374	7.61e-31	4.36e-32	331.0012	MUTYH	mutY DNA glycosylase
ILMN_24116	7.75e-31	4.45e-32	330.74778	MEA1	male-enhanced antigen 1
ILMN_6937	8.03e-31	4.62e-32	330.27222	GNS	glucosamine (N-acetyl)-6-sulfatase
ILMN_6195	8.07e-31	4.65e-32	330.18842		
ILMN_9701	8.13e-31	4.70e-32	330.06248	C7orf26	chromosome 7 open reading frame 26
ILMN_16696	8.17e-31	4.74e-32	329.93977	LCMT1	leucine carboxyl methyltransferase 1
ILMN_27041	8.17e-31	4.75e-32	329.93654	BPHL	biphenyl hydrolase like
ILMN_28416	8.17e-31	4.75e-32	329.9144	CASC3	cancer susceptibility candidate 3
ILMN_10350	8.42e-31	4.92e-32	329.49013		
ILMN_14472	8.42e-31	4.92e-32	329.48529	PCM1	pericentriolar material 1
ILMN_29238	8.43e-31	4.94e-32	329.4318	DCAF12	DDB1 and CUL4 associated factor 12
ILMN_6293	8.56e-31	5.03e-32	329.21225	MRPS31	mitochondrial ribosomal protein S31
ILMN_7001	8.92e-31	5.25e-32	328.67134	SH3TC1	SH3 domain and tetratricopeptide repeats 1
ILMN_12081	9.34e-31	5.50e-32	328.0739	SLC12A9	solute carrier family 12 member 9
ILMN_16564	9.58e-31	5.66e-32	327.72464	PRMT7	protein arginine methyltransferase 7
ILMN_23521	9.92e-31	5.89e-32	327.23335	ATPIF1	ATPase inhibitory factor 1
ILMN_28019	9.92e-31	5.89e-32	327.23157	PHF21A	PHD finger protein 21A
ILMN_23508	1.00e-30	5.97e-32	327.05343	CFDP1	craniofacial development protein 1
ILMN_26790	1.01e-30	6.04e-32	326.91222	VAMP8	vesicle associated membrane protein 8
ILMN_4545	1.02e-30	6.08e-32	326.82469	ABCC10	ATP binding cassette subfamily C member 10
ILMN_26527	1.02e-30	6.12e-32	326.752	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit
ILMN_6272	1.04e-30	6.23e-32	326.53592	DUSP23	dual specificity phosphatase 23
ILMN_7555	1.05e-30	6.31e-32	326.37244	NOA1	nitric oxide associated 1
ILMN_20264	1.05e-30	6.32e-32	326.34809	AP4B1	adaptor related protein complex 4 beta 1 subunit
ILMN_26452	1.07e-30	6.44e-32	326.11576	NPC2	NPC intracellular cholesterol transporter 2
ILMN_28519	1.07e-30	6.48e-32	326.03784	PIAS3	protein inhibitor of activated STAT 3
ILMN_11665	1.07e-30	6.52e-32	325.96859	CRBN	cereblon
ILMN_138056	1.08e-30	6.58e-32	325.84099	MRI1	methylthioribose-1-phosphate isomerase 1
ILMN_10271	1.10e-30	6.70e-32	325.62245	AKAP8	A-kinase anchoring protein 8
ILMN_1668	1.11e-30	6.75e-32	325.53838	WAS	Wiskott-Aldrich syndrome
ILMN_19199	1.13e-30	6.94e-32	325.18805	GLE1	GLE1, RNA export mediator
ILMN_16451	1.14e-30	6.99e-32	325.09394	COQ9	coenzyme Q9
ILMN_26810	1.14e-30	6.99e-32	325.0913	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
ILMN_27215	1.15e-30	7.08e-32	324.92999	BTG3	BTG anti-proliferation factor 3
ILMN_22198	1.17e-30	7.21e-32	324.71119	CTCF	CCCTC-binding factor
ILMN_20962	1.17e-30	7.25e-32	324.6363	SARS2	seryl-tRNA synthetase 2, mitochondrial
ILMN_3859	1.18e-30	7.33e-32	324.51263	SNUPN	snurportin 1
ILMN_10529	1.23e-30	7.62e-32	324.02598	POLR2H	RNA polymerase II subunit H
ILMN_3880	1.24e-30	7.73e-32	323.85066	SNX5	sorting nexin 5
ILMN_22401	1.24e-30	7.75e-32	323.82312	HAGH	hydroxyacylglutathione hydrolase
ILMN_22184	1.28e-30	8.01e-32	323.40587	PRPF31	pre-mRNA processing factor 31
ILMN_2894	1.29e-30	8.06e-32	323.33713	RTN4IP1	reticulon 4 interacting protein 1
ILMN_29208	1.29e-30	8.09e-32	323.28806	APH1B	aph-1 homolog B, gamma-secretase subunit
ILMN_25945	1.32e-30	8.31e-32	322.95245	PFKL	phosphofructokinase, liver type
ILMN_13416	1.32e-30	8.34e-32	322.91526	FAM96A	family with sequence similarity 96 member A
ILMN_24221	1.34e-30	8.42e-32	322.7928	ATG16L1	autophagy related 16 like 1
ILMN_12814	1.35e-30	8.55e-32	322.60198	SETDB1	SET domain bifurcated 1
ILMN_17432	1.36e-30	8.61e-32	322.52313	UBL7	ubiquitin like 7
ILMN_3848	1.36e-30	8.62e-32	322.501	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
ILMN_22496	1.36e-30	8.63e-32	322.48843	HSPA1L	heat shock protein family A (Hsp70) member 1 like
ILMN_4544	1.40e-30	8.89e-32	322.124	NAGK	N-acetylglucosamine kinase
ILMN_25514	1.40e-30	8.91e-32	322.08946	FAM111A	family with sequence similarity 111 member A
ILMN_8191	1.44e-30	9.19e-32	321.71363	SLC25A39	solute carrier family 25 member 39
ILMN_21154	1.45e-30	9.26e-32	321.62096	DUSP2	dual specificity phosphatase 2
ILMN_7674	1.55e-30	9.92e-32	320.77183	CENPT	centromere protein T
ILMN_1317	1.58e-30	1.02e-31	320.47325	ZFYVE21	zinc finger FYVE-type containing 21
ILMN_8937	1.60e-30	1.03e-31	320.31728	STAT4	signal transducer and activator of transcription 4
ILMN_13082	1.63e-30	1.05e-31	320.02637	ZNF426	zinc finger protein 426
ILMN_30204	1.64e-30	1.06e-31	319.94009	L3MBTL2	L3MBTL2 polycomb repressive complex 1 subunit
ILMN_11555	1.66e-30	1.08e-31	319.77291	NPRL2	NPR2-like, GATOR1 complex subunit
ILMN_137712	1.66e-30	1.08e-31	319.72289	GATAD1	GATA zinc finger domain containing 1
ILMN_20125	1.68e-30	1.09e-31	319.5829	ZNF350	zinc finger protein 350
ILMN_27427	1.71e-30	1.12e-31	319.3424	LONP2	lon peptidase 2, peroxisomal
ILMN_13830	1.73e-30	1.13e-31	319.14433	VPS36	vacuolar protein sorting 36 homolog
ILMN_17005	1.74e-30	1.14e-31	319.10623	PMM1	phosphomannomutase 1
ILMN_7612	1.77e-30	1.16e-31	318.81744	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
ILMN_3137	1.79e-30	1.18e-31	318.69757	VPS33B	VPS33B, late endosome and lysosome associated
ILMN_12113	1.79e-30	1.18e-31	318.63302	TOR2A	torsin family 2 member A
ILMN_7256	1.79e-30	1.18e-31	318.61259	ZNF32	zinc finger protein 32
ILMN_19028	1.80e-30	1.19e-31	318.5346	MRPS16	mitochondrial ribosomal protein S16
ILMN_3452	1.82e-30	1.21e-31	318.36385	ACAD9	acyl-CoA dehydrogenase family member 9
ILMN_8116	1.83e-30	1.22e-31	318.29096	KIAA0196	KIAA0196
ILMN_10713	1.85e-30	1.23e-31	318.17201		
ILMN_11865	1.88e-30	1.25e-31	317.92373	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1
ILMN_24410	1.88e-30	1.26e-31	317.87676	MLEC	malectin
ILMN_17384	1.90e-30	1.27e-31	317.72549	UBE2Z	ubiquitin conjugating enzyme E2 Z
ILMN_13719	1.90e-30	1.27e-31	317.72	KIAA0100	KIAA0100
ILMN_24377	1.92e-30	1.29e-31	317.55294	NTPCR	nucleoside-triphosphatase, cancer-related
ILMN_14346	1.96e-30	1.32e-31	317.29853	CPSF3L	cleavage and polyadenylation specific factor 3-like
ILMN_8261	2.00e-30	1.35e-31	317.04568	CLNS1A	chloride nucleotide-sensitive channel 1A
ILMN_2261	2.03e-30	1.37e-31	316.83821	BCAT2	branched chain amino acid transaminase 2
ILMN_11046	2.15e-30	1.45e-31	316.13558	CALML4	calmodulin like 4
ILMN_27558	2.20e-30	1.49e-31	315.83207	USP5	ubiquitin specific peptidase 5
ILMN_8262	2.20e-30	1.50e-31	315.7807	SMAD5	SMAD family member 5
ILMN_7396	2.20e-30	1.50e-31	315.76421	C19orf25	chromosome 19 open reading frame 25
ILMN_17664	2.21e-30	1.51e-31	315.68407	DCTD	dCMP deaminase
ILMN_16625	2.22e-30	1.52e-31	315.607	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
ILMN_23539	2.25e-30	1.54e-31	315.41383	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
ILMN_21667	2.26e-30	1.55e-31	315.33943	METTL15	methyltransferase like 15
ILMN_6601	2.27e-30	1.56e-31	315.25531	NEK3	NIMA related kinase 3
ILMN_137079	2.30e-30	1.58e-31	315.09327	MTMR11	myotubularin related protein 11
ILMN_18277	2.30e-30	1.58e-31	315.07844	NUP133	nucleoporin 133
ILMN_20493	2.37e-30	1.64e-31	314.70248	NSFL1C	NSFL1 cofactor
ILMN_25552	2.39e-30	1.65e-31	314.57955	HDAC3	histone deacetylase 3
ILMN_3025	2.42e-30	1.68e-31	314.37247	HSBP1	heat shock factor binding protein 1
ILMN_15566	2.46e-30	1.71e-31	314.15833	ZNF511	zinc finger protein 511
ILMN_18131	2.55e-30	1.78e-31	313.70935	TSPAN17	tetraspanin 17
ILMN_14578	2.59e-30	1.80e-31	313.52057	NR2C1	nuclear receptor subfamily 2 group C member 1
ILMN_558	2.61e-30	1.82e-31	313.39059	TRAPPC2	trafficking protein particle complex 2
ILMN_23623	2.63e-30	1.84e-31	313.26924	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
ILMN_24431	2.69e-30	1.88e-31	312.99361	SETDB2	SET domain bifurcated 2
ILMN_3459	2.73e-30	1.91e-31	312.80933	TM9SF4	transmembrane 9 superfamily member 4
ILMN_20064	2.73e-30	1.92e-31	312.78329		
ILMN_13900	3.06e-30	2.16e-31	311.37843	RNF113A	ring finger protein 113A
ILMN_4018	3.06e-30	2.16e-31	311.35301	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
ILMN_3508	3.06e-30	2.16e-31	311.34814	CALM3	calmodulin 3
ILMN_19667	3.07e-30	2.17e-31	311.29449	HTATSF1	HIV-1 Tat specific factor 1
ILMN_22607	3.07e-30	2.18e-31	311.2436	TFCP2	transcription factor CP2
ILMN_8030	3.10e-30	2.21e-31	311.11618	RIOK1	RIO kinase 1
ILMN_8699	3.11e-30	2.21e-31	311.07357	SNRPC	small nuclear ribonucleoprotein polypeptide C
ILMN_17898	3.12e-30	2.22e-31	311.01069	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
ILMN_1993	3.26e-30	2.33e-31	310.4538	SAE1	SUMO1 activating enzyme subunit 1
ILMN_23996	3.27e-30	2.34e-31	310.39738	CSK	c-src tyrosine kinase
ILMN_7562	3.32e-30	2.38e-31	310.184	RARS2	arginyl-tRNA synthetase 2, mitochondrial
ILMN_7565	3.44e-30	2.47e-31	309.74556	KCTD15	potassium channel tetramerization domain containing 15
ILMN_24082	3.47e-30	2.50e-31	309.61466		
ILMN_19157	3.59e-30	2.59e-31	309.18727	NAGLU	N-acetyl-alpha-glucosaminidase
ILMN_1454	3.59e-30	2.60e-31	309.16528	NUDT18	nudix hydrolase 18
ILMN_9171	3.63e-30	2.63e-31	309.01938	BCL2L2	BCL2 like 2
ILMN_9771	3.65e-30	2.65e-31	308.92989	CAPRIN1	cell cycle associated protein 1
ILMN_25391	3.82e-30	2.78e-31	308.38271	KLHDC2	kelch domain containing 2
ILMN_4147	3.82e-30	2.78e-31	308.36124	NUP37	nucleoporin 37
ILMN_6843	3.97e-30	2.89e-31	307.89334	DYM	dymeclin
ILMN_21273	4.06e-30	2.97e-31	307.58785	NAGA	alpha-N-acetylgalactosaminidase
ILMN_22720	4.15e-30	3.04e-31	307.32676	FAM3A	family with sequence similarity 3 member A
ILMN_4122	4.37e-30	3.21e-31	306.6854	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C
ILMN_19365	4.48e-30	3.29e-31	306.37779	KDM2B	lysine demethylase 2B
ILMN_10116	4.60e-30	3.38e-31	306.04691	SERINC3	serine incorporator 3
ILMN_23607	4.65e-30	3.42e-31	305.90778	GLMP	glycosylated lysosomal membrane protein
ILMN_2388	4.69e-30	3.46e-31	305.78961	PNPO	pyridoxamine 5'-phosphate oxidase
ILMN_13054	4.84e-30	3.58e-31	305.39337	SMAD2	SMAD family member 2
ILMN_6133	4.90e-30	3.63e-31	305.22859	SUV39H1	suppressor of variegation 3-9 homolog 1
ILMN_18534	4.90e-30	3.64e-31	305.20458	DPY30	dpy-30, histone methyltransferase complex regulatory subunit
ILMN_1053	4.97e-30	3.70e-31	305.00656	ADAT1	adenosine deaminase, tRNA specific 1
ILMN_30120	5.07e-30	3.78e-31	304.75523	CDC23	cell division cycle 23
